Protein	log2(fold_change)	-log10(fdr_BH)	Gene
sp|Q9NR31|SAR1A_HUMAN	0.1425626561500395	0.1585221296061309	SAR1A
sp|P21281|VATB2_HUMAN	0.2143802657822454	0.1580213798194749	ATP6V1B2
sp|O00422|SAP18_HUMAN	-0.3291245669198541	0.1578719379526567	SAP18
sp|P21283|VATC1_HUMAN	0.012972600622213	0.157669048610697	ATP6V1C1
sp|P56715|RP1_HUMAN	0.2949633727981962	0.1568474865367538	RP1
sp|O00273|DFFA_HUMAN	-0.1238607995565727	0.1555438948712249	DFFA
sp|P35670|ATP7B_HUMAN	-0.3530493743074113	0.1555438948712249	ATP7B
sp|P11169|GTR3_HUMAN	0.0285373922865481	0.1555438948712249	SLC2A3
sp|Q15428|SF3A2_HUMAN	-0.3575318447092622	0.1555438948712249	SF3A2
sp|O15514|RPB4_HUMAN	0.478944036340774	0.1555438948712249	POLR2D
sp|Q8N163|CCAR2_HUMAN	-0.1875737448664197	0.1537089491178469	CCAR2
sp|Q9NZT2|OGFR_HUMAN	0.0938344145423609	0.153199692453323	OGFR
sp|Q8N0Z2|ABRA_HUMAN	0.2125626684168826	0.1523290807058958	ABRA
sp|Q9UL25|RAB21_HUMAN	0.0696695908009804	0.1523290807058958	RAB21
sp|Q92499|DDX1_HUMAN	-0.2761419779734982	0.1500202738842301	DDX1
sp|P62304|RUXE_HUMAN	0.3513542584477865	0.1498460620984731	SNRPE
sp|P43897|EFTS_HUMAN	-0.4662881771004477	0.1498019780756932	TSFM
sp|P19367|HXK1_HUMAN	0.0900023798243432	0.1485107527635949	HK1
sp|Q9UHD9|UBQL2_HUMAN	0.0795283252038388	0.148446892788991	UBQLN2
sp|Q9HB07|MYG1_HUMAN	-0.197647147914362	0.1465906665666888	C12orf10
sp|P29373|RABP2_HUMAN	-0.1138382084749732	0.1462699718125415	CRABP2
sp|Q92922|SMRC1_HUMAN	0.115074873705167	0.145955629305188	SMARCC1
sp|O75822|EIF3J_HUMAN	-0.154414781755477	0.1450593470733389	EIF3J
sp|P49207|RL34_HUMAN	-0.1460121481533205	0.1445842141911114	RPL34
sp|P49903|SPS1_HUMAN	0.1782435772536077	0.14431044622999	SEPHS1
sp|Q8NC42|RN149_HUMAN	0.6602654926696698	0.1442030131440957	RNF149
sp|Q92871|PMM1_HUMAN	0.1110897464803828	0.1436604962441164	PMM1
sp|P17302|CXA1_HUMAN	-0.3689424725749178	0.1436604962441164	GJA1
sp|O43765|SGTA_HUMAN	0.0724324576803672	0.1416721337989392	SGTA
sp|O95881|TXD12_HUMAN	-0.0174414336000315	0.1412362261900399	TXNDC12
sp|A0A0J9YX75|TVB69_HUMAN	0.566021513863995	0.1411795457457045	TRBV6-9
sp|Q9UMR2|DD19B_HUMAN	0.0156852065385982	0.1410790333653494	DDX19B
sp|Q00059|TFAM_HUMAN	0.1780017063386244	0.1405476422570919	TFAM
sp|Q13895|BYST_HUMAN	0.0277631196425222	0.1399778047607973	BYSL
sp|P51911|CNN1_HUMAN	-0.6878216781731719	0.1399377083997657	CNN1
sp|P40222|TXLNA_HUMAN	-0.2316528589816427	0.1390023525949837	TXLNA
sp|Q9NPH2|INO1_HUMAN	0.1163531804788559	0.134934896100003	ISYNA1
sp|Q96IU4|ABHEB_HUMAN	0.2592500082435541	0.1347600339169326	ABHD14B
sp|Q96EY7|PTCD3_HUMAN	-0.2535316062891795	0.1321335162154058	PTCD3
sp|Q9BXJ9|NAA15_HUMAN	-0.4104172748876848	0.1304952329954611	NAA15
sp|P62312|LSM6_HUMAN	0.0901202685938076	0.1288790556116546	LSM6
sp|Q9Y2R0|COA3_HUMAN	0.0955932814250025	0.1281714701719041	COA3
sp|P11498|PYC_HUMAN	0.0116680401450234	0.1263717863753518	PC
sp|Q8NHH9|ATLA2_HUMAN	-0.1881337291527297	0.1263401646039144	ATL2
sp|O76041|NEBL_HUMAN	-0.153474221383685	0.125995151453136	NEBL
sp|Q16186|ADRM1_HUMAN	-0.1524718038721069	0.125995151453136	ADRM1
sp|Q6ZNC8|MBOA1_HUMAN	-0.2058855840061684	0.1255113679694081	MBOAT1
sp|Q9GZU8|PIP30_HUMAN	-0.3363859651745026	0.1244619920290502	FAM192A
sp|Q6NZY4|ZCHC8_HUMAN	-0.2452655587363731	0.1236237136493987	ZCCHC8
sp|P09493|TPM1_HUMAN	0.1351015404656721	0.1202498875545596	TPM1
sp|Q9H3P7|GCP60_HUMAN	0.354548609100239	0.1199893733667554	ACBD3
sp|P41279|M3K8_HUMAN	-0.7005472538833606	0.1189310025362473	MAP3K8
sp|O60701|UGDH_HUMAN	-0.4235881829911665	0.1177071095624052	UGDH
sp|P04844|RPN2_HUMAN	-0.3449941422806893	0.1173333181712473	RPN2
sp|Q9NTI2|AT8A2_HUMAN	0.1783553993896835	0.1153911302505896	ATP8A2
sp|Q15907|RB11B_HUMAN	-0.0895329865639558	0.1152767369821399	RAB11B
sp|Q6UWJ1|TMCO3_HUMAN	-0.2850169644066634	0.1152767369821399	TMCO3
sp|O95229|ZWINT_HUMAN	-0.0585235834656851	0.115110460903512	ZWINT
sp|P13995|MTDC_HUMAN	0.2482554716099876	0.1123280623313891	MTHFD2
sp|Q9UK45|LSM7_HUMAN	-0.0648510386758392	0.1120941484226982	LSM7
sp|O43169|CYB5B_HUMAN	-0.0744606982812722	0.1086046517151003	CYB5B
sp|Q9NRG9|AAAS_HUMAN	-0.2777332711401354	0.10801050971331	AAAS
sp|Q9NRV9|HEBP1_HUMAN	0.2718506862204409	0.1080092150433234	HEBP1
sp|Q13423|NNTM_HUMAN	-0.2041049738326079	0.1075673882547851	NNT
sp|P48735|IDHP_HUMAN	-0.1435455606382204	0.1075673882547851	IDH2
sp|Q15370|ELOB_HUMAN	0.2795335034920853	0.1064224569609595	ELOB
sp|Q9GZR7|DDX24_HUMAN	-0.0862229197169809	0.1056269351978987	DDX24
sp|Q9H0R4|HDHD2_HUMAN	-0.1941186585210169	0.1056269351978987	HDHD2
sp|Q9C005|DPY30_HUMAN	-0.1800552771302611	0.1042359149287725	DPY30
sp|Q16775|GLO2_HUMAN	-0.1479216651861121	0.1039588486108827	HAGH
sp|Q12907|LMAN2_HUMAN	0.0581457212733041	0.1039588486108827	LMAN2
sp|Q04837|SSBP_HUMAN	-0.1239880269974501	0.1033106921694227	SSBP1
sp|P35527|K1C9_HUMAN	0.4062474271101357	0.102763726275204	KRT9
sp|Q15056|IF4H_HUMAN	-0.1198923551443703	0.102763726275204	EIF4H
sp|Q9P2R7|SUCB1_HUMAN	-0.0454971040298537	0.1019449031296115	SUCLA2
sp|P37837|TALDO_HUMAN	0.0786491357124018	0.1019449031296115	TALDO1
sp|P10155|RO60_HUMAN	0.0129134650395017	0.1018413129209157	TROVE2
sp|P0C7P4|UCRIL_HUMAN	-0.2886548913629548	0.1005700636413077	UQCRFS1P1
sp|P12814|ACTN1_HUMAN	0.2124658100330027	0.0994848123127733	ACTN1
sp|P11177|ODPB_HUMAN	0.0045797566835068	0.0988492993305729	PDHB
sp|O60925|PFD1_HUMAN	0.0711040592976722	0.0988492993305729	PFDN1
sp|O75821|EIF3G_HUMAN	-0.1379912921438897	0.0988492993305729	EIF3G
sp|Q9NX40|OCAD1_HUMAN	0.1107446634891062	0.098452786266607	OCIAD1
sp|P39900|MMP12_HUMAN	0.0815601980172282	0.0977847577895561	MMP12
sp|Q96RQ3|MCCA_HUMAN	-0.1009828955658144	0.0977847577895561	MCCC1
sp|Q8N5M9|JAGN1_HUMAN	0.2632609998174996	0.0966036171087437	JAGN1
sp|Q9NWU2|GID8_HUMAN	0.0759251099636958	0.094536949275131	GID8
sp|P12268|IMDH2_HUMAN	-0.3251586699232667	0.0945291504979617	IMPDH2
sp|O14641|DVL2_HUMAN	-0.4137354118601701	0.0939988335276976	DVL2
sp|O14933|UB2L6_HUMAN	0.2531516938863273	0.0939988335276976	UBE2L6
sp|P34932|HSP74_HUMAN	0.1066815602501849	0.0937627515077016	HSPA4
sp|Q8WYP5|ELYS_HUMAN	-0.1265162534996849	0.0932778334409151	AHCTF1
sp|Q9NRN7|ADPPT_HUMAN	-0.2734579452487372	0.0932128162163904	AASDHPPT
sp|Q8N7H5|PAF1_HUMAN	-0.0777144684728134	0.0932128162163904	PAF1
sp|Q8WWY3|PRP31_HUMAN	-0.0218328608901354	0.0931456642248993	PRPF31
sp|Q8N1G4|LRC47_HUMAN	-0.0738233696668139	0.0931456642248993	LRRC47
sp|P30041|PRDX6_HUMAN	0.2189836010632936	0.0925054105445267	PRDX6
sp|O00461|GOLI4_HUMAN	-0.2912956607028372	0.0925054105445267	GOLIM4
sp|Q8TAT6|NPL4_HUMAN	0.2107918748107313	0.0924511874281232	NPLOC4
sp|P61981|1433G_HUMAN	0.1337159104222538	0.0921325214288735	YWHAG
sp|Q9Y3C8|UFC1_HUMAN	0.0098846193119519	0.0920118568847015	UFC1
sp|Q15019|SEPT2_HUMAN	-0.1593269924816386	0.0915619650494603	SEPT2
sp|P61619|S61A1_HUMAN	0.1145325400141918	0.0915619650494603	SEC61A1
sp|Q15397|PUM3_HUMAN	-0.1472063444895707	0.0913736894690136	PUM3
sp|Q15738|NSDHL_HUMAN	-0.1250641338799576	0.0913736894690136	NSDHL
sp|P99999|CYC_HUMAN	-0.1407961530526562	0.0910248648901713	CYCS
sp|P07741|APT_HUMAN	-0.1108322192194441	0.0910248648901713	APRT
sp|Q07157|ZO1_HUMAN	-0.1734042655184668	0.0901436033073268	TJP1
sp|Q99666|RGPD5_HUMAN	0.2702961022036457	0.0901126593933595	RGPD5
sp|O75964|ATP5L_HUMAN	-0.0828124749081504	0.0887789309814707	ATP5MG
sp|Q12792|TWF1_HUMAN	0.1196969762489857	0.0883949408749968	TWF1
sp|Q9NTZ6|RBM12_HUMAN	-0.0714310149402303	0.0883949408749968	RBM12
sp|Q9Y333|LSM2_HUMAN	0.2107057826707463	0.0883949408749968	LSM2
sp|P46977|STT3A_HUMAN	0.0536437160671051	0.0883069886920681	STT3A
sp|Q68CZ1|FTM_HUMAN	-0.3241826226456616	0.0881813326781213	RPGRIP1L
sp|Q99426|TBCB_HUMAN	-0.0672302567692403	0.0878982219524017	TBCB
sp|Q9Y6M9|NDUB9_HUMAN	0.1934438388898833	0.0878982219524017	NDUFB9
sp|Q96FW1|OTUB1_HUMAN	0.0526189423429054	0.0878982219524017	OTUB1
sp|Q96QK1|VPS35_HUMAN	0.0989190938226855	0.0878532601231767	VPS35
sp|Q8NER1|TRPV1_HUMAN	-0.3490656226894025	0.0872946460029229	TRPV1
sp|Q15021|CND1_HUMAN	-0.3215883857084366	0.0850726557147357	NCAPD2
sp|Q99538|LGMN_HUMAN	0.0992091408451578	0.0850726557147357	LGMN
sp|Q9UNH7|SNX6_HUMAN	-0.3873700320099418	0.083857948687405	SNX6
sp|Q13148|TADBP_HUMAN	0.1420011477159815	0.083857948687405	TARDBP
sp|P60981|DEST_HUMAN	-0.6688838626819674	0.0832267409752818	DSTN
sp|P08779|K1C16_HUMAN	-0.234534408484612	0.083102459416239	KRT16
sp|Q86XP3|DDX42_HUMAN	-0.2329044746400849	0.0812604522306152	DDX42
sp|P62993|GRB2_HUMAN	-0.2069075814079435	0.0797369882159779	GRB2
sp|A2RU14|TM218_HUMAN	-0.1128784055976242	0.0794437134197257	TMEM218
sp|Q15645|PCH2_HUMAN	-0.1242459139883399	0.0791344782439537	TRIP13
sp|P00390|GSHR_HUMAN	0.245238088005013	0.0791344782439537	GSR
sp|O95169|NDUB8_HUMAN	0.2507394792374026	0.0788456262521394	NDUFB8
sp|Q9BTV4|TMM43_HUMAN	0.2031422415974969	0.0773438395465087	TMEM43
sp|O15143|ARC1B_HUMAN	0.0958513164076124	0.0765815384204603	ARPC1B
sp|Q6NUM9|RETST_HUMAN	-0.1482631870546547	0.0762153377237733	RETSAT
sp|Q12904|AIMP1_HUMAN	-0.2886732422425523	0.0758976771431118	AIMP1
sp|Q8ND56|LS14A_HUMAN	-0.2044762019650843	0.0758617959069761	LSM14A
sp|Q8TCJ2|STT3B_HUMAN	0.1835229666126399	0.0758617959069761	STT3B
sp|Q9BXP5|SRRT_HUMAN	-0.1609364409700825	0.0757559072267197	SRRT
sp|Q92890|UFD1_HUMAN	-0.683477047346143	0.075205375525712	UFD1
sp|P00403|COX2_HUMAN	0.1673910391113674	0.0748216272696768	MT-CO2
sp|O43681|ASNA_HUMAN	-0.1779512169868272	0.073847041044132	ASNA1
sp|Q9HCC0|MCCB_HUMAN	-0.1198882651664237	0.073760043862268	MCCC2
sp|Q9Y3B9|RRP15_HUMAN	0.0347677214375498	0.0734114197102145	RRP15
sp|Q6PKG0|LARP1_HUMAN	0.1040578867710547	0.0731504157074678	LARP1
sp|Q9Y5S9|RBM8A_HUMAN	-0.3152857792674745	0.0710498078401294	RBM8A
sp|O15260|SURF4_HUMAN	0.2885705891548815	0.068011565826945	SURF4
sp|P55957|BID_HUMAN	-0.0560903467066173	0.0675258176095689	BID
sp|P35579|MYH9_HUMAN	-0.008093351609872	0.0675258176095689	MYH9
sp|Q02252|MMSA_HUMAN	-0.1745592236837644	0.0675258176095689	ALDH6A1
sp|P00505|AATM_HUMAN	0.1493220899301609	0.0672071095116354	GOT2
sp|P02533|K1C14_HUMAN	-0.1818640681574347	0.0666095165243752	KRT14
sp|Q9NT62|ATG3_HUMAN	-0.1637712593709652	0.0664443680016772	ATG3
sp|Q9H9S3|S61A2_HUMAN	-0.3285555836676172	0.0664443680016772	SEC61A2
sp|P40616|ARL1_HUMAN	0.1296435099286133	0.0663287926651151	ARL1
sp|P30837|AL1B1_HUMAN	-0.1706678184038188	0.0652744233640009	ALDH1B1
sp|P04632|CPNS1_HUMAN	0.0482724133842154	0.0644768413357905	CAPNS1
sp|O15382|BCAT2_HUMAN	0.0807189828690458	0.0621101278798296	BCAT2
sp|Q96T23|RSF1_HUMAN	0.3042584177969851	0.0594948153858597	RSF1
sp|P21127|CD11B_HUMAN	-0.2895593123567376	0.0593721316606458	CDK11B
sp|Q6P597|KLC3_HUMAN	-0.1700664946070014	0.0555970048458767	KLC3
sp|P08237|PFKAM_HUMAN	-0.0062242489539781	0.0541056177719649	PFKM
sp|Q93009|UBP7_HUMAN	-0.0574649094835493	0.0541056177719649	USP7
sp|Q12933|TRAF2_HUMAN	0.1173601552238337	0.0541056177719649	TRAF2
sp|P48729|KC1A_HUMAN	0.0147629869438768	0.0539004603958358	CSNK1A1
sp|P30626|SORCN_HUMAN	0.0970885152973693	0.0536439587284631	SRI
sp|Q96C19|EFHD2_HUMAN	0.0851251845672585	0.0524489116087205	EFHD2
sp|Q13596|SNX1_HUMAN	0.0964621742195581	0.0524489116087205	SNX1
sp|P51153|RAB13_HUMAN	-0.0661846961912949	0.0524489116087205	RAB13
sp|P30566|PUR8_HUMAN	0.1012485407936537	0.0524489116087205	ADSL
sp|P15088|CBPA3_HUMAN	0.0700238627702767	0.0524489116087205	CPA3
sp|Q9UKY7|CDV3_HUMAN	0.0544427380396334	0.0524489116087205	CDV3
sp|Q8WTT2|NOC3L_HUMAN	-0.1486058517940066	0.0524489116087205	NOC3L
sp|P26885|FKBP2_HUMAN	0.0743720473358351	0.0524489116087205	FKBP2
sp|Q9H425|CA198_HUMAN	-0.0956079770700008	0.0524489116087205	C1orf198
sp|Q9Y6B6|SAR1B_HUMAN	0.0892265899040263	0.0524489116087205	SAR1B
sp|P25788|PSA3_HUMAN	-0.0710064184320215	0.0524489116087205	PSMA3
sp|B2RXH2|KDM4E_HUMAN	-0.2011696666548924	0.0515649273847351	KDM4E
sp|Q9BRJ6|CG050_HUMAN	0.0829772824776898	0.0513572044075966	C7orf50
sp|Q7Z4W1|DCXR_HUMAN	0.0512093589151315	0.0490749075457987	DCXR
sp|Q96HE7|ERO1A_HUMAN	-0.2389446929651612	0.0490749075457987	ERO1A
sp|Q15269|PWP2_HUMAN	-0.1340694092013463	0.0484218185435657	PWP2
sp|Q9HDC9|APMAP_HUMAN	0.0097786394002703	0.0481783982211449	APMAP
sp|Q9BUB5|MKNK1_HUMAN	-0.1645426594036423	0.0478771748019622	MKNK1
sp|P12277|KCRB_HUMAN	-0.0875231915863803	0.0468672610683234	CKB
sp|P12694|ODBA_HUMAN	0.1954141169842529	0.0467372044441629	BCKDHA
sp|P29992|GNA11_HUMAN	0.0779746710552531	0.0467372044441629	GNA11
sp|P49959|MRE11_HUMAN	-0.2395483822051636	0.0467372044441629	MRE11
sp|Q9HC38|GLOD4_HUMAN	0.1632163583767342	0.0466375318389457	GLOD4
sp|P00558|PGK1_HUMAN	-0.2059832368554951	0.0462634478907239	PGK1
sp|P30519|HMOX2_HUMAN	0.0348975114702183	0.0462634478907239	HMOX2
sp|P09382|LEG1_HUMAN	0.1279420566252267	0.0462634478907239	LGALS1
sp|Q9BTE3|MCMBP_HUMAN	0.1808090351671754	0.0455512527727836	MCMBP
sp|P55884|EIF3B_HUMAN	-0.5319892245535589	0.0442688694050402	EIF3B
sp|O43678|NDUA2_HUMAN	-0.1317915997290597	0.0442225070879366	NDUFA2
sp|P48047|ATPO_HUMAN	-0.1368058121835975	0.0427301218801804	ATP5PO
sp|Q9GZS3|WDR61_HUMAN	0.1038371237347785	0.0425035824564813	WDR61
sp|P53618|COPB_HUMAN	0.2163499452891021	0.0425035824564813	COPB1
sp|Q14011|CIRBP_HUMAN	0.0341148258879475	0.0425035824564813	CIRBP
sp|Q7Z3K3|POGZ_HUMAN	-0.4368475193870722	0.0422511112717417	POGZ
sp|P50454|SERPH_HUMAN	-0.0681812448355546	0.0416392552698505	SERPINH1
sp|Q01844|EWS_HUMAN	-0.4711356502326824	0.0411229968541919	EWSR1
sp|P62318|SMD3_HUMAN	0.2087138435964421	0.0411229968541919	SNRPD3
sp|Q16718|NDUA5_HUMAN	0.1041625266654385	0.0398132309559715	NDUFA5
sp|O00571|DDX3X_HUMAN	-0.1946429665140132	0.0395897044741047	DDX3X
sp|Q7LG56|RIR2B_HUMAN	0.0906205267243795	0.0393143993347318	RRM2B
sp|Q8N684|CPSF7_HUMAN	-0.1588151709367718	0.0387116145427292	CPSF7
sp|Q9Y5A9|YTHD2_HUMAN	-0.0111831189586257	0.0387116145427292	YTHDF2
sp|O75340|PDCD6_HUMAN	-0.0007539346973551	0.0364691813714288	PDCD6
sp|Q8N3F8|MILK1_HUMAN	-0.0225711985620146	0.0352258249264778	MICALL1
sp|P31483|TIA1_HUMAN	-0.085922462314195	0.0352208214641424	TIA1
sp|P43490|NAMPT_HUMAN	0.3819553089410718	0.0348383073676966	NAMPT
sp|O14950|ML12B_HUMAN;sp|P19105|ML12A_HUMAN	-0.2762228199581592	0.032799847547299	MYL12B
sp|O75368|SH3L1_HUMAN	-0.0398797237056899	0.0312577811429563	SH3BGRL
sp|P35221|CTNA1_HUMAN	0.4248984014103878	0.0306411254489658	CTNNA1
sp|Q8TBC4|UBA3_HUMAN	0.1257064203707948	0.0306411254489658	UBA3
sp|P35908|K22E_HUMAN	-0.2400093267982941	0.0300747996839579	KRT2
sp|Q9Y6M7|S4A7_HUMAN	-0.144235636056795	0.0295754174153847	SLC4A7
sp|P51665|PSMD7_HUMAN	-0.1054680882486878	0.0293735033326887	PSMD7
sp|P13647|K2C5_HUMAN	-0.3270944808060564	0.028995659186873	KRT5
sp|Q9NW13|RBM28_HUMAN	0.1233546705750867	0.028995659186873	RBM28
sp|P0DN76|U2AF5_HUMAN;sp|Q01081|U2AF1_HUMAN	-0.0101797608871693	0.0280498926452504	U2AF1L5
sp|O15258|RER1_HUMAN	0.1802365245808932	0.0278501958395379	RER1
sp|P02748|CO9_HUMAN	-0.0289162777890022	0.0278501958395379	C9
sp|Q9BYK8|HELZ2_HUMAN	-0.2548428407718889	0.0278500812899362	HELZ2
sp|Q13405|RM49_HUMAN	0.3268884985819712	0.0271591298698725	MRPL49
sp|Q96A35|RM24_HUMAN	-0.0313147360119352	0.0267159219790171	MRPL24
sp|Q13438|OS9_HUMAN	0.0497339108944659	0.0258130191996713	OS9
sp|Q5QJE6|TDIF2_HUMAN	-0.224316586271952	0.0258130191996713	DNTTIP2
sp|O75916|RGS9_HUMAN	0.0829356037378269	0.0257243984536116	RGS9
sp|Q9Y5J1|UTP18_HUMAN	0.0609566305436409	0.0251079120538122	UTP18
sp|O14627|CDX4_HUMAN	0.0636854958521372	0.0251079120538122	CDX4
sp|P27635|RL10_HUMAN	-0.0102338231088362	0.0238634626213218	RPL10
sp|Q92608|DOCK2_HUMAN	-0.203518300499917	0.0238634626213218	DOCK2
sp|Q96CT7|CC124_HUMAN	-0.0675777032409377	0.023271383069105	CCDC124
sp|Q8WWM7|ATX2L_HUMAN	0.0335233459034826	0.023271383069105	ATXN2L
sp|Q9H6Z4|RANB3_HUMAN	-0.0643177778242307	0.023271383069105	RANBP3
sp|Q92629|SGCD_HUMAN	-0.0567887065167001	0.023271383069105	SGCD
sp|P10606|COX5B_HUMAN	-0.0833849844197945	0.0228841519639211	COX5B
sp|Q6DKI1|RL7L_HUMAN	0.1501781108782868	0.0225735216124324	RPL7L1
sp|Q494V2|CP100_HUMAN	0.051357025679084	0.0199418317288751	CFAP100
sp|Q01085|TIAR_HUMAN	-0.0470492614553418	0.0192215562459939	TIAL1
sp|P48444|COPD_HUMAN	-0.1558599549727842	0.0186045038123768	ARCN1
sp|P53621|COPA_HUMAN	-0.1660427041812529	0.0172463462240034	COPA
sp|Q13085|ACACA_HUMAN	-0.3174688345165288	0.0151468621182739	ACACA
sp|Q9NVD7|PARVA_HUMAN	-0.0875440418176446	0.0151149546526559	PARVA
sp|Q15070|OXA1L_HUMAN	-0.1258050792986887	0.014469725647992	OXA1L
sp|Q9NR45|SIAS_HUMAN	-0.0001414733226914	0.0136043832950132	NANS
sp|O75391|SPAG7_HUMAN	-0.0395938422406619	0.0133716991042721	SPAG7
sp|O75936|BODG_HUMAN	-0.0158826130909885	0.0131265970296841	BBOX1
sp|Q13200|PSMD2_HUMAN	-0.0621584967891658	0.0129643248593197	PSMD2
sp|Q96SB4|SRPK1_HUMAN	-0.1157787618132766	0.0129110419139331	SRPK1
sp|P30086|PEBP1_HUMAN	-0.1296642452818438	0.0129110419139331	PEBP1
sp|P46781|RS9_HUMAN	-0.0563124979543932	0.0129110419139331	RPS9
sp|Q9ULV4|COR1C_HUMAN	-0.1624850879728827	0.0129110419139331	CORO1C
sp|Q15691|MARE1_HUMAN	-0.0745993268284111	0.0126027487590136	MAPRE1
sp|P25787|PSA2_HUMAN	-0.0905396019395668	0.0126027487590136	PSMA2
sp|P19623|SPEE_HUMAN	-0.0322459185378344	0.0116928336686304	SRM
sp|Q92797|SYMPK_HUMAN	-0.0888135077019789	0.011612709281513	SYMPK
sp|Q06323|PSME1_HUMAN	0.1057559586506165	0.0115901429460582	PSME1
sp|P49721|PSB2_HUMAN	-0.0340407589573483	0.0113421737477715	PSMB2
sp|Q9UNS2|CSN3_HUMAN	0.2241388299386457	0.0097484306029075	COPS3
sp|Q9H6F5|CCD86_HUMAN	0.0091718524962346	0.0097484306029075	CCDC86
sp|P05204|HMGN2_HUMAN	-0.0331349910924856	0.0097484306029075	HMGN2
sp|Q6PJT7|ZC3HE_HUMAN	-0.1363652104318658	0.0097484306029075	ZC3H14
sp|O00267|SPT5H_HUMAN	-0.4083052652975885	0.0093794826075474	SUPT5H
sp|P25786|PSA1_HUMAN	-0.0344183169140557	0.0084904777073433	PSMA1
sp|Q96C36|P5CR2_HUMAN	0.0281527727979772	0.0075187287331723	PYCR2
sp|P26358|DNMT1_HUMAN	-0.0780641007818371	0.0075187287331723	DNMT1
sp|P21912|SDHB_HUMAN	-0.1281636801311618	0.0075187287331723	SDHB
sp|P51812|KS6A3_HUMAN	0.2730014261017061	0.0070482466139103	RPS6KA3
sp|Q99714|HCD2_HUMAN	-0.0420559994961906	0.0067348337693599	HSD17B10
sp|P51648|AL3A2_HUMAN	-0.0374871923526915	0.0056554419988647	ALDH3A2
sp|P35610|SOAT1_HUMAN	0.1574233396161699	0.0056554419988647	SOAT1
sp|Q05639|EF1A2_HUMAN	0.0435267795809935	0.0055072516544032	EEF1A2
sp|P53396|ACLY_HUMAN	-0.2058401664390195	0.0055072516544032	ACLY
sp|O14602|IF1AY_HUMAN;sp|P47813|IF1AX_HUMAN	0.0604568337808479	0.0055072516544032	EIF1AY
sp|Q16181|SEPT7_HUMAN	-0.0259882333037444	0.0055072516544032	SEPT7
sp|P18428|LBP_HUMAN	0.0891395487427286	0.0055072516544032	LBP
sp|Q9UN86|G3BP2_HUMAN	0.0337083826224053	0.0051193369444819	G3BP2
sp|Q5VTE0|EF1A3_HUMAN	0.0727523351181142	0.0032301039556142	EEF1A1P5
sp|Q9Y2B0|CNPY2_HUMAN	0.163795271082723	0.0032301039556142	CNPY2
sp|Q9UHB9|SRP68_HUMAN	-0.0089456931276057	0.0032301039556142	SRP68
sp|P23528|COF1_HUMAN	-0.1240627652769278	0.0032301039556142	CFL1
sp|Q9NX58|LYAR_HUMAN	-0.7010438636312695	0.0032301039556142	LYAR
sp|Q9NRX2|RM17_HUMAN	-0.0173475616028449	0.0032301039556142	MRPL17
sp|A6NEM1|GG6L9_HUMAN	0.0424009651053707	0.0025040536848287	GOLGA6L9
sp|Q9UPT6|JIP3_HUMAN	-0.2003614975849616	0.0022671179913198	MAPK8IP3
sp|Q96SC8|DMTA2_HUMAN	-0.6276037893515082	0.0022671179913198	DMRTA2
sp|Q9Y3L5|RAP2C_HUMAN	-0.0157403475048719	0.0022671179913198	RAP2C
sp|Q14141|SEPT6_HUMAN	-0.0843972249515575	0.0022671179913198	SEPT6
sp|Q92542|NICA_HUMAN	-0.0188888585148585	0.0017093376289147	NCSTN
sp|Q8IXT5|RB12B_HUMAN	-0.2828727570187359	0.0017093376289147	RBM12B
sp|P13489|RINI_HUMAN	-0.0807619095311876	0.0017093376289147	RNH1
sp|O15511|ARPC5_HUMAN	0.1623226687965367	0.0017093376289147	ARPC5
sp|P23142|FBLN1_HUMAN	0.0848390277147217	0.0017093376289147	FBLN1
sp|Q96I99|SUCB2_HUMAN	0.2563583366435484	0.001528221504254	SUCLG2
sp|Q641Q2|WAC2A_HUMAN	-0.2011551438016253	0.0013287678414248	WASHC2A
sp|Q15003|CND2_HUMAN	-0.1295104929002394	0.0004827922019418	NCAPH
sp|Q03112|MECOM_HUMAN	0.0054652361349753	-0.0	MECOM
sp|Q9Y6C9|MTCH2_HUMAN	0.154714295455504	-0.0	MTCH2
sp|Q9NVA2|SEP11_HUMAN	-0.1276177018546958	-0.0	SEPT11
sp|P63244|RACK1_HUMAN	-0.1217009789932876	-0.0	RACK1
sp|Q9UNZ2|NSF1C_HUMAN	0.0594230162931179	-0.0	NSFL1C
sp|O15355|PPM1G_HUMAN	-0.278049471537143	-0.0	PPM1G
sp|Q8IX12|CCAR1_HUMAN	-0.1354791115533782	-0.0	CCAR1
sp|Q8IVV2|LOXH1_HUMAN	-0.0024979733507616	-0.0	LOXHD1
sp|O15372|EIF3H_HUMAN	0.0570673093336871	-0.0	EIF3H
sp|Q9NWH9|SLTM_HUMAN	0.0493996713792408	-0.0	SLTM
sp|O75347|TBCA_HUMAN	-0.1017403780262277	-0.0	TBCA
sp|Q13126|MTAP_HUMAN	-0.2713011513490326	-0.0	MTAP
sp|Q9UKX7|NUP50_HUMAN	-0.3896459971819198	-0.0	NUP50
sp|P98175|RBM10_HUMAN	0.1894393117585134	-0.0	RBM10
sp|Q99961|SH3G1_HUMAN	0.4027454481344975	-0.0	SH3GL1
sp|P25686|DNJB2_HUMAN	0.1081422176348378	-0.0	DNAJB2
